Id,Tipo,FechaConstruccion,FechaReforma,Plantas,Plan,PAU,CatParcela,PerimParcela,Superficie,Aseos,Habitaciones,Garaje,Piscina,Vallada,CallePavimentada,Callejon,Formato,TipoDesnivel,Desnivel,GasNatural,AguaCorriente,FosaSeptica,Situacion,CP,ProxCarretera,ProxCallePrincipal,ProxViasTren,Estado,RatingEstrellas,Precio
273,Chalet individual,1999,2007,2,Antiguo,0,Residencial unifamiliar,112.17,1092.91,3,9,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,60706,0,0,0,7,4.0,482871
274,Chalet individual,1958,1988,1,Antiguo,0,Residencial unifamiliar,97.54,891.87,3,6,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,1,0,6,3.0,240703
275,Chalet individual,1982,1982,1,Antiguo,0,Residencial unifamiliar,92.66,772.4,1,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,62040,0,0,0,7,2.5,233186
276,Chalet individual,1925,2007,1,,0,Residencial unifamiliar,67.06,674.85,3,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62801,0,0,0,7,3.5,354994
277,Chalet individual,2003,2003,1,Antiguo,0,Residencial unifamiliar,157.28,854.34,2,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,62040,0,0,0,5,3.5,334680
278,Chalet individual,1951,1951,1,Antiguo,0,Residencial unifamiliar,170.69,1777.98,1,4,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,60118,0,0,0,5,2.0,234775
279,Chalet individual,2006,2007,1,Antiguo,0,Residencial unifamiliar,130.45,1342.45,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,4.5,777845
280,Chalet individual,1977,1977,2,Antiguo,0,Residencial unifamiliar,101.19,929.49,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62447,0,0,0,5,3.5,345781
281,Chalet individual,1989,1989,2,Antiguo,0,Residencial unifamiliar,99.97,1048.6,3,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50015,0,0,0,6,3.5,427976
282,Chalet individual,2006,2006,1,Antiguo,0,Residencial especial,73.15,668.9,2,5,1,0,0,1,1,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,3.0,360362
283,Casa baja,2007,2008,1,Antiguo,1,Residencial unifamiliar,41.45,470.37,3,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,3.5,359323
284,Chalet individual,2008,2009,1,Antiguo,0,Residencial unifamiliar,90.22,892.98,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,1,0,5,4.0,423568
285,Piso alto,1992,1992,1,Antiguo,1,Residencial unifamiliar,60.96,744.34,3,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50015,0,0,0,5,3.0,335638
286,Piso alto,2006,2007,2,Antiguo,1,Residencial especial,42.67,394.93,3,5,1,0,0,1,1,Poco irregular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,3.5,308480
287,Chalet individual,1962,1981,1,,0,Residencial unifamiliar,93.88,909.15,2,7,1,0,1,1,0,Poco irregular,Inclinación frontal,Ligero,1,1,0,Interior,50014,0,0,0,7,3.0,309716
288,Chalet individual,1971,1971,1,Antiguo,0,Residencial unifamiliar,,754.84,1,5,0,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50014,0,0,0,4,2.0,171415
289,Chalet individual,1967,1967,1,Antiguo,0,Residencial unifamiliar,,912.21,1,5,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50010,0,0,0,5,2.5,203139
290,Chalet individual,1915,2003,2,Nuevo,0,Residencial unifamiliar,73.15,811.04,1,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62801,0,0,0,7,3.0,287643
291,Chalet individual,2006,2006,2,Antiguo,0,Residencial unifamiliar,146.3,1450.31,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,4.0,454309
292,Chalet adosado,1912,2000,3,,0,Residencial unifamiliar,67.06,528.34,3,9,0,0,0,1,1,Rectangular,Inclinación frontal,Ligero,1,1,0,Interior,50011,0,0,0,6,2.5,244748
293,Chalet individual,1949,2008,1,,0,Residencial unifamiliar,73.15,1059.93,2,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61528,0,0,0,4,2.5,226850
294,Chalet individual,1977,1994,2,Antiguo,0,Residencial unifamiliar,,1547.67,4,9,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50012,0,0,0,7,3.5,457757
295,Chalet individual,1953,1953,1,Antiguo,0,Residencial unifamiliar,97.54,891.87,2,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,5,3.0,289190
296,Chalet individual,1984,1984,2,,0,Residencial unifamiliar,45.11,737.37,2,6,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,62040,0,0,0,6,3.0,277576
297,Chalet individual,1950,1950,1,,0,Residencial tipo 2,91.44,1273.7,2,6,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60406,0,0,0,5,2.5,284693
298,Chalet individual,1997,1998,2,Antiguo,0,Residencial especial,80.47,687.39,3,7,1,0,0,1,1,Poco irregular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,3.5,447643
299,Chalet individual,1968,1968,2,Antiguo,0,Residencial unifamiliar,109.73,1086.97,4,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50012,0,0,0,6,3.0,327772
300,Chalet individual,1950,2004,1,Antiguo,0,Residencial unifamiliar,97.54,1300.64,2,6,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62451,0,0,0,8,3.0,274471
301,Chalet adosado,1953,1953,3,,0,Residencial unifamiliar,109.73,1463.22,2,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,62451,0,0,0,5,2.5,305820
302,Chalet individual,1998,1999,2,Antiguo,0,Residencial unifamiliar,80.47,1507.44,3,9,1,0,0,1,0,Muy irregular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,4.0,500086
303,Chalet individual,2001,2002,1,Antiguo,0,Residencial unifamiliar,143.87,1273.14,2,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,60061,0,0,0,5,3.5,399320
304,Chalet individual,1972,1972,1,Antiguo,0,Residencial unifamiliar,85.34,910.45,2,5,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,60061,0,0,0,7,2.5,291990
305,Chalet individual,1880,2002,2,,0,Residencial tipo 2,106.07,1708.12,3,10,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,9,3.5,531278
306,Chalet individual,2004,2005,1,Antiguo,0,Residencial unifamiliar,97.54,964.89,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,4.0,572945
307,Chalet individual,1990,1991,2,Antiguo,0,Residencial unifamiliar,141.43,1251.78,4,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50015,0,1,0,5,3.5,421421
308,Chalet individual,1920,1950,1,,0,Residencial tipo 2,,735.79,1,6,0,0,1,1,1,Poco irregular,Llana,Ligero,1,1,0,Interior,60406,1,0,0,7,3.0,161184
309,Chalet individual,1940,1950,1,Nuevo,0,Residencial unifamiliar,,1146.61,1,4,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,61528,0,0,0,5,2.0,142863
310,Chalet individual,2003,2004,1,Antiguo,0,Residencial unifamiliar,109.73,1149.95,3,8,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,4.5,701244
311,Chalet individual,1993,1994,2,Antiguo,0,Residencial unifamiliar,,713.96,3,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60118,0,0,0,5,3.0,322572
312,Chalet individual,1948,2002,1,Antiguo,0,Residencial unifamiliar,60.96,743.22,2,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,6,3.0,228581
313,Chalet adosado,1939,1950,3,,0,Residencial tipo 2,79.25,724.64,2,5,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61704,1,0,0,7,2.5,233553
314,Chalet individual,1965,1965,1,Antiguo,0,Residencial unifamiliar,182.88,19996.91,4,8,1,0,0,1,0,Muy irregular,Muy irregular,Elevado,1,1,0,Interior,50017,0,0,0,5,3.5,649379
315,Chalet individual,1925,1990,2,Nuevo,0,Residencial tipo 2,73.15,891.87,3,6,1,0,0,1,1,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,7,3.5,346726
316,Chalet individual,2004,2005,2,Antiguo,0,Residencial unifamiliar,86.56,724.18,4,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60118,0,0,0,5,3.5,326421
317,Chalet individual,1980,1980,2,Antiguo,0,Residencial unifamiliar,114.6,1208.2,4,10,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50012,0,0,0,7,3.5,450236
318,Chalet individual,2006,2006,2,Antiguo,0,Residencial especial,91.44,836.13,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,4.0,505705
319,Chalet individual,1993,1993,2,Antiguo,0,Residencial unifamiliar,109.73,919.74,4,9,1,0,0,1,0,Rectangular,Muy irregular,Moderado,1,1,0,Interior,60706,0,0,0,5,3.5,450236
320,Chalet individual,1980,1980,2,,0,Residencial unifamiliar,,1311.33,3,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50012,0,0,0,5,3.5,324689
321,Chalet individual,2006,2006,2,Antiguo,0,Residencial unifamiliar,135.33,1510.51,4,9,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,60645,0,0,0,5,4.5,667434
322,Chalet individual,2004,2004,2,Antiguo,0,Residencial unifamiliar,120.7,1124.03,4,10,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,4.0,663035
323,Chalet individual,1986,1987,2,Antiguo,0,Residencial unifamiliar,104.85,964.33,4,8,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50015,0,0,0,5,3.5,563767
324,Chalet individual,1955,2005,1,Antiguo,0,Residencial tipo 2,59.74,540.7,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,8,1.5,245776
325,Chalet individual,1967,2007,2,,0,Residencial unifamiliar,117.04,1047.48,3,11,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,50014,0,0,0,7,3.5,402948
326,Chalet individual,1941,1950,1,,0,Residencial tipo 2,60.96,464.52,1,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60406,0,0,0,6,2.5,162949
327,Piso alto,1993,1993,1,Antiguo,1,Residencial unifamiliar,39.01,1007.63,4,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,50018,0,0,0,5,4.0,583506
328,Chalet individual,1960,1960,1,Antiguo,0,Residencial unifamiliar,97.54,1077.68,2,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,5,3.0,282933
329,Chalet individual,1916,1994,2,,0,Residencial unifamiliar,,1104.43,2,10,1,0,0,1,1,Poco irregular,Inclinación frontal,Ligero,1,1,0,Interior,62801,0,0,0,6,3.0,371445
330,Chalet individual,1920,1950,2,Nuevo,0,Residencial tipo 2,73.15,594.77,1,6,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,60406,0,0,0,5,2.5,135071
331,Dúplex,1964,1964,2,,0,Residencial unifamiliar,,987.0,3,10,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,4,2.5,222885
332,Chalet individual,1958,1992,1,Antiguo,0,Residencial unifamiliar,85.34,759.58,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,6,2.5,260344
333,Chalet individual,2003,2004,1,Antiguo,0,Residencial unifamiliar,103.63,989.88,3,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,4.0,491796
334,Piso alto,2004,2004,1,Antiguo,1,Residencial tipo 2,71.93,761.62,3,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Frontal 3 lados,60645,0,0,0,5,3.5,372795
335,Chalet individual,1998,1998,2,Antiguo,0,Residencial unifamiliar,71.93,840.03,4,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60118,0,0,0,5,3.0,345781
336,Chalet adosado,1965,1965,3,,0,Residencial unifamiliar,,15297.41,4,7,1,0,0,0,0,Poco irregular,Inclinación lateral,Elevado,1,1,0,Esquina,50017,0,0,0,6,2.5,412326
337,Chalet individual,2005,2006,1,Antiguo,0,Residencial unifamiliar,104.85,1315.23,3,8,1,0,0,1,0,Poco irregular,Inclinación lateral,Ligero,1,1,0,Esquina,50012,0,0,0,5,4.5,706912
338,Chalet individual,2002,2003,1,Antiguo,0,Residencial unifamiliar,85.34,848.67,3,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.5,385402
339,Chalet individual,1984,1998,1,Antiguo,0,Residencial unifamiliar,110.95,1314.11,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,50012,0,0,0,7,3.5,394450
340,Chalet individual,1958,1998,1,Antiguo,0,Residencial unifamiliar,80.47,1152.0,1,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50014,0,1,0,7,3.0,268410
341,Chalet individual,2002,2002,2,Antiguo,0,Residencial unifamiliar,103.63,1318.39,3,9,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50017,0,0,0,5,4.0,337843
342,Chalet individual,1950,1950,1,Antiguo,0,Residencial tipo 1,73.15,780.39,1,4,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50015,0,1,0,4,2.0,141997
343,Dúplex,1949,1950,2,,0,Residencial unifamiliar,,793.76,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,4,1.5,170441
344,Piso alto,2005,2005,1,Antiguo,1,Residencial unifamiliar,76.81,822.1,2,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,4.5,479051
345,Piso alto,1976,1976,2,Antiguo,1,Residencial tipo 2,43.89,240.8,2,4,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60936,0,0,0,3,2.5,141531
346,Chalet individual,1939,1950,1,,0,Residencial unifamiliar,79.25,597.83,1,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62801,0,0,0,5,3.0,273096
347,Chalet individual,1960,1998,1,Antiguo,0,Residencial unifamiliar,,1186.56,1,5,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,50014,0,0,0,8,3.0,283757
348,Chalet individual,1960,1960,1,Antiguo,0,Residencial unifamiliar,,1635.09,3,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,5,3.0,272739
349,Casa baja,2003,2004,2,Antiguo,1,Residencial unifamiliar,43.89,227.43,4,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,3.5,277345
350,Chalet individual,2005,2006,2,Antiguo,0,Residencial unifamiliar,68.28,1898.1,4,10,1,0,0,1,0,Algo irregular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,4.5,851532
351,Piso alto,2007,2007,1,Antiguo,1,Residencial unifamiliar,82.91,726.5,2,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,4.5,595722
352,Chalet individual,1986,1986,1,Antiguo,1,Residencial unifamiliar,,489.69,3,6,1,0,0,1,0,Poco irregular,Muy irregular,Moderado,1,1,0,Interior,62447,0,0,0,5,3.5,370101
353,Chalet individual,1941,1950,1,,0,Residencial unifamiliar,73.15,843.93,2,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61528,1,0,0,6,2.5,171090
354,Chalet individual,1928,2003,1,Nuevo,0,Residencial tipo 2,73.15,791.53,1,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,8,3.0,176331
355,Chalet individual,1940,2000,1,,0,Residencial unifamiliar,73.15,780.39,1,6,1,0,0,1,0,Rectangular,Inclinación frontal,Ligero,1,1,0,Interior,50011,0,0,0,5,3.0,272706
356,Chalet individual,1995,1995,1,Antiguo,0,Residencial unifamiliar,128.02,1045.07,3,6,1,0,0,1,0,Algo irregular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.0,332454
357,Chalet individual,1992,1992,1,Antiguo,0,Residencial unifamiliar,,859.17,3,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60118,0,0,0,6,3.0,299580
358,Piso alto,1976,1976,1,Antiguo,1,Residencial tipo 2,53.64,392.42,3,6,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60936,0,0,0,5,2.5,250979
359,Chalet individual,1958,1958,2,,0,Residencial unifamiliar,112.17,643.82,2,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,62447,0,0,0,4,2.5,253227
360,Chalet individual,1998,1998,2,Antiguo,0,Residencial unifamiliar,95.1,1115.86,4,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,60706,0,0,0,5,4.0,545412
361,Chalet individual,1978,1978,2,,0,Residencial unifamiliar,,700.49,2,5,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,62040,0,0,0,6,3.0,292185
362,Chalet individual,1940,1982,1,,0,Residencial unifamiliar,,849.51,2,8,1,0,0,1,1,Rectangular,Llana,Ligero,1,1,0,Interior,62801,0,0,0,5,2.5,261137
363,Chalet individual,2003,2003,2,,0,Residencial unifamiliar,78.03,678.29,3,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,61528,0,0,0,5,3.5,343738
364,Casa baja,1972,2007,2,Antiguo,1,Residencial tipo 2,25.6,156.08,2,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61615,0,0,0,8,3.0,204338
365,Chalet individual,1976,1976,2,Antiguo,0,Residencial unifamiliar,,1746.58,4,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Frontal 2 lados,50012,0,0,0,5,3.0,370101
366,Chalet individual,1920,1997,2,Nuevo,0,Residencial tipo 2,71.93,993.13,1,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60406,0,0,0,7,2.5,254556
367,Chalet individual,1963,1963,1,Antiguo,0,Residencial unifamiliar,,882.58,3,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,5,3.0,275337
368,Chalet individual,1962,1962,2,,0,Residencial unifamiliar,123.14,850.06,2,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50014,0,0,0,5,3.0,297156
369,Chalet individual,1954,1954,1,Antiguo,0,Residencial unifamiliar,95.1,724.64,1,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,6,2.5,219790
370,Chalet individual,1959,2006,1,Antiguo,0,Residencial unifamiliar,,913.24,2,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50014,0,0,0,7,2.5,269742
371,Chalet individual,2000,2000,2,Antiguo,0,Residencial unifamiliar,,754.47,3,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60118,0,0,0,5,3.0,335818
372,Chalet individual,1959,1959,1,,0,Residencial unifamiliar,97.54,1590.5,2,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62447,0,1,0,4,2.0,242104
373,Piso alto,1984,1984,1,Antiguo,1,Residencial unifamiliar,60.96,666.58,2,4,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50015,0,0,0,5,3.0,208134
374,Chalet individual,1953,1953,1,Antiguo,0,Residencial unifamiliar,96.32,987.93,2,5,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,6,2.5,212996
375,Chalet individual,2003,2004,2,Antiguo,0,Residencial unifamiliar,79.25,761.8,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.5,411119
376,Chalet individual,1922,1950,1,Nuevo,0,Residencial unifamiliar,,930.89,2,4,0,0,0,1,0,Poco irregular,Muy irregular,Elevado,1,1,0,Interior,61528,0,0,0,1,0.5,105632
377,Chalet individual,1996,1996,2,,0,Residencial unifamiliar,69.49,821.82,1,5,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,60061,0,0,0,5,2.5,288289
378,Chalet individual,2004,2005,2,Antiguo,0,Residencial especial,124.36,1035.22,3,8,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50011,0,0,0,5,4.0,636814
379,Chalet individual,2010,2010,1,Antiguo,0,Residencial unifamiliar,107.29,1058.54,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,50012,0,0,0,2,4.5,656758
380,Chalet individual,2000,2000,2,Antiguo,0,Residencial unifamiliar,73.15,754.65,3,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60118,0,0,0,5,3.0,309970
381,Chalet individual,1924,1950,1,,0,Residencial unifamiliar,60.96,464.52,2,6,1,0,0,1,1,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,6,2.5,211464
382,Chalet individual,2006,2006,1,Antiguo,0,Residencial especial,73.15,668.9,3,5,1,0,0,1,1,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,3.5,365718
383,Chalet individual,2006,2006,2,Antiguo,0,Residencial unifamiliar,96.32,858.89,3,8,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.5,399881
384,Chalet individual,1928,1950,1,,0,Residencial tipo 1,73.15,836.13,1,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,50015,0,0,0,3,3.0,131607
385,Chalet individual,1992,1992,2,Antiguo,0,Residencial unifamiliar,,4933.8,4,9,1,0,0,1,0,Algo irregular,Muy irregular,Moderado,1,1,0,Esquina,62447,0,1,0,5,3.0,449515
386,Piso alto,2004,2005,1,Antiguo,1,Residencial unifamiliar,52.43,295.62,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61705,0,0,0,5,4.0,319694
387,Chalet individual,1910,1996,1,,0,Residencial unifamiliar,70.71,781.31,1,8,0,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Frontal 2 lados,61528,0,1,0,3,2.5,157780
388,Chalet individual,1976,1976,2,,0,Residencial unifamiliar,87.78,668.9,2,6,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61528,0,0,0,6,3.0,216460
389,Chalet individual,1999,2000,1,Antiguo,0,Residencial unifamiliar,113.39,871.62,2,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,60061,0,0,0,5,3.5,343980
390,Chalet individual,2007,2008,2,Antiguo,0,Residencial unifamiliar,117.04,1158.87,4,9,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,5.0,767202
391,Chalet individual,1900,1950,1,,0,Residencial unifamiliar,60.96,780.85,2,7,1,0,1,1,1,Rectangular,Llana,Ligero,1,1,0,Interior,61528,0,0,0,8,2.5,214312
392,Chalet individual,2001,2002,2,Antiguo,0,Residencial unifamiliar,86.56,1134.25,4,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,62040,0,0,0,5,3.0,372310
393,Chalet individual,1959,1959,1,Antiguo,0,Residencial unifamiliar,,774.72,1,5,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,7,2.5,199473
394,Chalet individual,1941,1950,1,Nuevo,0,Residencial unifamiliar,,691.76,1,4,0,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,62801,0,1,0,5,2.0,194790
395,Chalet individual,1940,1950,1,,0,Residencial unifamiliar,73.15,941.48,1,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,6,2.5,204155
396,Chalet individual,1956,1956,1,Antiguo,0,Residencial unifamiliar,82.91,889.17,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61528,0,0,0,6,2.5,214794
397,Chalet individual,1972,1972,1,Antiguo,0,Residencial unifamiliar,73.15,668.9,1,6,1,0,0,1,0,Rectangular,Muy irregular,Ligero,1,1,0,Interior,60061,0,0,0,5,2.5,212996
398,Chalet individual,1962,1962,2,Antiguo,0,Residencial unifamiliar,84.12,705.13,2,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,5,2.5,317470
399,Chalet individual,1920,1950,1,Nuevo,0,Residencial tipo 2,73.15,833.06,1,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,60406,0,0,0,2,2.5,125490
400,Chalet individual,2006,2007,2,Antiguo,0,Residencial especial,79.25,754.84,3,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,3.5,417334
401,Piso alto,1996,1996,1,Antiguo,1,Residencial unifamiliar,46.33,1390.11,3,4,1,0,0,1,0,Algo irregular,Llana,Ligero,1,1,0,Interior,50018,0,0,0,5,4.0,442132
402,Chalet individual,2005,2005,1,Antiguo,0,Residencial unifamiliar,79.25,814.48,2,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.5,321384
403,Chalet individual,1940,1997,1,Nuevo,0,Residencial unifamiliar,73.15,947.61,1,4,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50010,0,0,0,8,2.5,194502
404,Chalet individual,1998,1998,2,Antiguo,0,Residencial unifamiliar,113.39,1123.2,3,10,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,60706,0,0,0,5,4.0,502558
405,Chalet individual,1995,1996,2,Antiguo,0,Residencial unifamiliar,,962.85,3,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60118,0,0,0,5,3.0,314661
406,Chalet individual,1976,1993,1,Antiguo,0,Residencial unifamiliar,,928.19,3,8,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50010,0,1,0,4,2.0,259751
407,Chalet individual,1936,1950,1,,0,Residencial unifamiliar,62.18,973.62,1,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,3.0,207109
408,Chalet individual,1915,1976,2,Nuevo,0,Residencial unifamiliar,76.81,1447.06,2,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62451,0,0,0,7,3.0,318767
409,Chalet individual,2006,2006,2,Antiguo,0,Residencial unifamiliar,132.89,1314.95,3,9,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,60645,0,0,0,5,3.5,524435
