,Superficie,ProxCarretera,ProxCallePrincipal,ProxViasTren,RatingEstrellas,SinGaraje,3plantas,AgeOfHouse,YearsSinceReform,hab*aseos,hab*rating,aseos*rating,aseos*rating*hab,Tipo_Casa baja,Tipo_Chalet adosado,Tipo_Chalet individual,Tipo_Dúplex,Tipo_Piso alto,CatParcela_Residencial especial,CatParcela_Residencial tipo 1,CatParcela_Residencial tipo 2,CatParcela_Residencial unifamiliar,CatParcela_Terciario,Formato_Algo irregular,Formato_Muy irregular,Formato_Poco irregular,Formato_Rectangular,TipoDesnivel_Inclinación frontal,TipoDesnivel_Inclinación lateral,TipoDesnivel_Llana,TipoDesnivel_Muy irregular,Desnivel_Elevado,Desnivel_Ligero,Desnivel_Moderado,Situacion_Esquina,Situacion_Frontal 2 lados,Situacion_Frontal 3 lados,Situacion_Interior,Situacion_Trasero,postal_group_5,postal_group_6,Precio
4181,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
4217,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
25387,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
65001,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
14542,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
27857,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
23104,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
27347,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
45490,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
47023,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
1796,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
26696,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
58596,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
26734,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
63689,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
15193,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
23535,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
34959,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
74211,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
9902,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
36246,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
15002,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
65701,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
34110,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
16047,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
21920,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
54102,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
4693,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
12984,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
64754,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
66860,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
68455,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
30517,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
78417,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
21211,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
16332,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
24988,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
9394,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
12884,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
12828,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
71958,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
48874,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
610,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
18713,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
18733,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
68573,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
42834,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
7202,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
65094,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
13521,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
48270,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
68684,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
36770,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
75828,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
61908,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
2809,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
30115,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
29984,6.895682697747868,0.0,0.0,0.0,2.5,0.0,0.0,4.0943445622221,4.0943445622221,3.4339872044851463,3.258096538021482,2.1400661634962708,4.330733340286331,0.0,0.0,0,0.6931471805599453,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,1,0,12.314415708967152
24036,7.010925397470654,0.0,0.0,0.0,4.5,0.0,0.0,2.833213344056216,2.833213344056216,2.70805020110221,3.481240089335692,2.302585092994046,4.1588830833596715,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.6931471805599453,0.0,0.0,0,0.0,0,1,12.93331202625789
73951,7.010925397470654,0.0,0.0,0.0,4.5,0.0,0.0,2.833213344056216,2.833213344056216,2.70805020110221,3.481240089335692,2.302585092994046,4.1588830833596715,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.6931471805599453,0.0,0.0,0,0.0,0,1,12.93331202625789
60127,7.010925397470654,0.0,0.0,0.0,4.5,0.0,0.0,2.833213344056216,2.833213344056216,2.70805020110221,3.481240089335692,2.302585092994046,4.1588830833596715,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.6931471805599453,0.0,0.0,0,0.0,0,1,12.93331202625789
26052,7.010925397470654,0.0,0.0,0.0,4.5,0.0,0.0,2.833213344056216,2.833213344056216,2.70805020110221,3.481240089335692,2.302585092994046,4.1588830833596715,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.6931471805599453,0.0,0.0,0,0.0,0,1,12.93331202625789
65203,7.010925397470654,0.0,0.0,0.0,4.5,0.0,0.0,2.833213344056216,2.833213344056216,2.70805020110221,3.481240089335692,2.302585092994046,4.1588830833596715,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.6931471805599453,0.0,0.0,0,0.0,0,1,12.93331202625789
64073,7.010925397470654,0.0,0.0,0.0,4.5,0.0,0.0,2.833213344056216,2.833213344056216,2.70805020110221,3.481240089335692,2.302585092994046,4.1588830833596715,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.6931471805599453,0.0,0.0,0,0.0,0,1,12.93331202625789
69924,7.010925397470654,0.0,0.0,0.0,4.5,0.0,0.0,2.833213344056216,2.833213344056216,2.70805020110221,3.481240089335692,2.302585092994046,4.1588830833596715,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.6931471805599453,0.0,0.0,0,0.0,0,1,12.93331202625789
58493,7.010925397470654,0.0,0.0,0.0,4.5,0.0,0.0,2.833213344056216,2.833213344056216,2.70805020110221,3.481240089335692,2.302585092994046,4.1588830833596715,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.6931471805599453,0.0,0.0,0,0.0,0,1,12.93331202625789
65012,7.010925397470654,0.0,0.0,0.0,4.5,0.0,0.0,2.833213344056216,2.833213344056216,2.70805020110221,3.481240089335692,2.302585092994046,4.1588830833596715,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.6931471805599453,0.0,0.0,0,0.0,0,1,12.93331202625789
25605,7.010925397470654,0.0,0.0,0.0,4.5,0.0,0.0,2.833213344056216,2.833213344056216,2.70805020110221,3.481240089335692,2.302585092994046,4.1588830833596715,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.6931471805599453,0,0.0,0.0,1,0.0,0.0,1,0.0,0.6931471805599453,0.0,0.0,0,0.0,0,1,12.93331202625789
